Id	Name	ConceptType	#Genes	Coeff	OddsRatio	P-Value	FDR	Enriched	SigGenes
900801	AKT Signaling Pathway	Biocarta Pathway	21	-0.04949511713556869	0.7352146689726056	0.8574809699510058	0.9405740863815829	depleted	2690
900854	EPO Signaling Pathway	Biocarta Pathway	19	-0.0519922156222974	0.723893320910853	0.8578592753100567	0.9405740863815829	depleted	
900993	TNF/Stress Related Signaling	Biocarta Pathway	25	-0.04314920773285209	0.7647889115724118	0.8636700702287419	0.9405740863815829	depleted	9020
900977	Sprouty regulation of tyrosine kinase signals	Biocarta Pathway	18	-0.049536758635219585	0.7350244306191952	0.8677156760433999	0.9405740863815829	depleted	
900955	Role of BRCA1, BRCA2 and ATR in Cancer Susceptibility	Biocarta Pathway	21	-0.04409531835626272	0.7603053709214195	0.8721956973660895	0.9405740863815829	depleted	
900947	Regulation of hematopoiesis by cytokines	Biocarta Pathway	15	-0.049863343800366514	0.7335341387667748	0.8782769579010298	0.9405740863815829	depleted	3562
900972	Signaling Pathway from G-Protein Families	Biocarta Pathway	34	-0.03187048254530367	0.8203185332856227	0.8814714015727628	0.9405740863815829	depleted	5577
900931	PKC-catalyzed phosphorylation of inhibitory phosphoprotein of myosin phosphatase	Biocarta Pathway	31	-0.03329962301196487	0.8130650934912198	0.8817845336720728	0.9405740863815829	depleted	
900998	Transcription factor CREB and its extracellular signals	Biocarta Pathway	27	-0.0350623112359203	0.8042070457579993	0.8838560510218895	0.9405740863815829	depleted	5577
900995	TNFR2 Signaling Pathway	Biocarta Pathway	18	0.03386164741668924	1.2342171324895281	0.9010785225776764	0.9538012020902	enriched	9020
900883	IL 2 signaling pathway	Biocarta Pathway	22	-0.029111209480003654	0.8345064905083397	0.9121181087394264	0.960378326133047	depleted	
900843	D4-GDI Signaling Pathway	Biocarta Pathway	13	-0.03538496125230373	0.8025961109215511	0.918145862231093	0.9616369820209868	depleted	
901004	Vitamin C in the Brain	Biocarta Pathway	11	-0.03565633107842468	0.8012437077020963	0.9240749160329265	0.9627796245578658	depleted	
900892	IL22 Soluble Receptor Signaling Pathway	Biocarta Pathway	16	0.023680467234390788	1.1585449026607453	0.9353377518865028	0.9694386074240315	enriched	
900918	Nitric Oxide Signaling Pathway	Biocarta Pathway	21	-0.016494720590971533	0.9025707268310414	0.9506334976588995	0.980186870643114	depleted	5577
900826	Cell Cycle: G2/M Checkpoint	Biocarta Pathway	24	-0.011549777694918219	0.9307381090294232	0.9628855322031279	0.9810105751129945	depleted	
900857	Erythrocyte Differentiation Pathway	Biocarta Pathway	14	0.011135082217985034	1.0716507022819266	0.9718905287575184	0.9810105751129945	enriched	3562
900968	Roles of fl-arrestin-dependent Recruitment of Src Kinases in GPCR Signaling	Biocarta Pathway	15	0.010222373727255542	1.0655893714884899	0.9733259564826586	0.9810105751129945	enriched	
900836	CTCF: First Multivalent Nuclear Factor	Biocarta Pathway	23	-0.007750129620474883	0.9529774685109055	0.9755078440833141	0.9810105751129945	depleted	
900915	NF-kB Signaling Pathway	Biocarta Pathway	23	-0.0075673063857338635	0.9540608327819285	0.9760808737305172	0.9810105751129945	depleted	9020
900997	TPO Signaling Pathway	Biocarta Pathway	24	0.0052196517305762745	1.0329699399083443	0.9829256654345817	0.9829256654345817	enriched	
